Designator,Mid X,Mid Y,Rotation,Layer
C1,187.0,-68.0,90.0,top
C2,212.0,-68.0,90.0,top
C3,236.7,-68.0,90.0,top
C4,187.0,-96.0,90.0,top
C5,212.0,-96.0,90.0,top
C6,237.0,-96.0,270.0,top
J1,211.83,-81.77,90.0,top
S1,176.0,-69.475,0.0,top
S2,201.0,-69.475,0.0,top
S3,226.0,-69.475,0.0,top
S4,176.0,-97.475,0.0,top
S5,201.0,-97.475,0.0,top
S6,226.0,-97.475,0.0,top
