Designator,Mid X,Mid Y,Rotation,Layer
J1,87.78,-105.0,90.0,top
SW1,67.5,-80.0,90.0,top
SW2,107.5,-80.0,90.0,top
SW3,61.5,-130.0,90.0,top
SW4,89.5,-130.0,90.0,top
SW5,117.5,-130.0,90.0,top
SW6,145.5,-130.0,90.0,top
SW7,173.5,-130.0,90.0,top
SW8,201.5,-130.0,90.0,top
